customer_id,city,state,audience_segment,gender,age_group
CU00018113,Delhi,Delhi,Students,Female,25-34
CU00018114,Pune,Maharashtra,Gamers,Male,25-34
CU00018115,Kolkata,West Bengal,Young Professionals,Female,25-34
CU00018116,Bangalore,Karnataka,Parents,Male,18-24
CU00018117,Chennai,Tamil Nadu,Students,Male,18-24
CU00018118,Pune,Maharashtra,Young Professionals,Male,35-44
CU00018119,Delhi,Delhi,Young Professionals,Female,35-44
CU00018120,Bangalore,Karnataka,Fitness Enthusiasts,Female,18-24
CU00018121,Chennai,Tamil Nadu,Young Professionals,Male,18-24
CU00018122,Mumbai,Maharashtra,Fitness Enthusiasts,Male,18-24
CU00018123,Chennai,Tamil Nadu,Students,Female,45-54
CU00018124,Delhi,Delhi,Parents,Female,25-34
CU00018125,Delhi,Delhi,Corporate,Male,35-44
CU00018126,Kolkata,West Bengal,Students,Male,25-34
CU00018127,Chennai,Tamil Nadu,Young Professionals,Male,18-24
CU00018128,Kolkata,West Bengal,Young Professionals,Male,25-34
CU00018129,Pune,Maharashtra,Young Professionals,Male,18-24
CU00018130,Mumbai,Maharashtra,Corporate,Male,18-24
CU00018131,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,45-54
CU00018132,Kolkata,West Bengal,Parents,Female,25-34
CU00018133,Pune,Maharashtra,Parents,Male,18-24
CU00018134,Kolkata,West Bengal,Gamers,Male,25-34
CU00018135,Hyderabad,Telangana,Fitness Enthusiasts,Male,35-44
CU00018136,Bangalore,Karnataka,Parents,Male,18-24
CU00018137,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00018138,Mumbai,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00018139,Pune,Maharashtra,Parents,Female,18-24
CU00018140,Pune,Maharashtra,Corporate,Female,18-24
CU00018141,Chennai,Tamil Nadu,Young Professionals,Female,18-24
CU00018142,Mumbai,Maharashtra,Young Professionals,Male,55+
CU00018143,Mumbai,Maharashtra,Fitness Enthusiasts,Female,18-24
CU00018144,Hyderabad,Telangana,Parents,Male,25-34
CU00018145,Hyderabad,Telangana,Parents,Male,25-34
CU00018146,Kolkata,West Bengal,Gamers,Male,25-34
CU00018147,Hyderabad,Telangana,Students,Male,55+
CU00018148,Delhi,Delhi,Parents,Male,25-34
CU00018149,Chennai,Tamil Nadu,Students,Female,35-44
CU00018150,Hyderabad,Telangana,Gamers,Male,35-44
CU00018151,Chennai,Tamil Nadu,Students,Male,35-44
CU00018152,Bangalore,Karnataka,Gamers,Male,35-44
CU00018153,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00018154,Hyderabad,Telangana,Gamers,Male,25-34
CU00018155,Mumbai,Maharashtra,Young Professionals,Female,45-54
CU00018156,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00018157,Pune,Maharashtra,Corporate,Male,45-54
CU00018158,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00018159,Delhi,Delhi,Parents,Female,45-54
CU00018160,Mumbai,Maharashtra,Young Professionals,Female,18-24
CU00018161,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00018162,Hyderabad,Telangana,Young Professionals,Female,18-24
CU00018163,Hyderabad,Telangana,Fitness Enthusiasts,Male,25-34
CU00018164,Delhi,Delhi,Parents,Female,35-44
CU00018165,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00018166,Chennai,Tamil Nadu,Young Professionals,Female,18-24
CU00018167,Mumbai,Maharashtra,Young Professionals,Male,45-54
CU00018168,Delhi,Delhi,Young Professionals,Male,25-34
CU00018169,Delhi,Delhi,Corporate,Female,25-34
CU00018170,Mumbai,Maharashtra,Students,Female,35-44
CU00018171,Hyderabad,Telangana,Young Professionals,Female,35-44
CU00018172,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00018173,Hyderabad,Telangana,Fitness Enthusiasts,Female,18-24
CU00018174,Chennai,Tamil Nadu,Young Professionals,Male,18-24
CU00018175,Pune,Maharashtra,Young Professionals,Female,18-24
CU00018176,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00018177,Hyderabad,Telangana,Gamers,Male,35-44
CU00018178,Delhi,Delhi,Young Professionals,Male,25-34
CU00018179,Chennai,Tamil Nadu,Young Professionals,Male,35-44
CU00018180,Mumbai,Maharashtra,Fitness Enthusiasts,Female,18-24
CU00018181,Delhi,Delhi,Gamers,Female,45-54
CU00018182,Kolkata,West Bengal,Parents,Female,35-44
CU00018183,Bangalore,Karnataka,Gamers,Male,35-44
CU00018184,Kolkata,West Bengal,Young Professionals,Female,35-44
CU00018185,Pune,Maharashtra,Gamers,Female,25-34
CU00018186,Bangalore,Karnataka,Students,Female,18-24
CU00018187,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00018188,Hyderabad,Telangana,Gamers,Male,25-34
CU00018189,Pune,Maharashtra,Young Professionals,Female,25-34
CU00018190,Delhi,Delhi,Fitness Enthusiasts,Female,45-54
CU00018191,Pune,Maharashtra,Young Professionals,Male,35-44
CU00018192,Pune,Maharashtra,Parents,Male,45-54
CU00018193,Pune,Maharashtra,Young Professionals,Female,35-44
CU00018194,Hyderabad,Telangana,Fitness Enthusiasts,Male,25-34
CU00018195,Kolkata,West Bengal,Fitness Enthusiasts,Female,25-34
CU00018196,Mumbai,Maharashtra,Young Professionals,Female,45-54
CU00018197,Hyderabad,Telangana,Young Professionals,Female,18-24
CU00018198,Bangalore,Karnataka,Students,Female,35-44
CU00018199,Mumbai,Maharashtra,Fitness Enthusiasts,Male,45-54
CU00018200,Delhi,Delhi,Corporate,Male,45-54
CU00018201,Delhi,Delhi,Young Professionals,Male,55+
CU00018202,Kolkata,West Bengal,Students,Female,35-44
CU00018203,Mumbai,Maharashtra,Parents,Male,25-34
CU00018204,Chennai,Tamil Nadu,Students,Male,45-54
CU00018205,Bangalore,Karnataka,Young Professionals,Female,18-24
CU00018206,Delhi,Delhi,Young Professionals,Male,45-54
CU00018207,Delhi,Delhi,Parents,Male,25-34
CU00018208,Chennai,Tamil Nadu,Gamers,Female,45-54
CU00018209,Pune,Maharashtra,Parents,Female,45-54
CU00018210,Pune,Maharashtra,Young Professionals,Male,45-54
CU00018211,Hyderabad,Telangana,Parents,Female,55+
CU00018212,Kolkata,West Bengal,Students,Female,18-24
CU00018213,Bangalore,Karnataka,Parents,Female,45-54
CU00018214,Pune,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00018215,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00018216,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00018217,Bangalore,Karnataka,Gamers,Male,18-24
CU00018218,Chennai,Tamil Nadu,Young Professionals,Female,18-24
CU00018219,Kolkata,West Bengal,Young Professionals,Male,25-34
CU00018220,Mumbai,Maharashtra,Young Professionals,Male,35-44
CU00018221,Mumbai,Maharashtra,Gamers,Female,25-34
CU00018222,Delhi,Delhi,Young Professionals,Male,18-24
CU00018223,Kolkata,West Bengal,Gamers,Female,55+
CU00018224,Mumbai,Maharashtra,Fitness Enthusiasts,Female,18-24
CU00018225,Bangalore,Karnataka,Parents,Male,18-24
CU00018226,Kolkata,West Bengal,Young Professionals,Male,35-44
CU00018227,Hyderabad,Telangana,Fitness Enthusiasts,Female,25-34
CU00018228,Bangalore,Karnataka,Fitness Enthusiasts,Male,45-54
CU00018229,Hyderabad,Telangana,Gamers,Female,45-54
CU00018230,Kolkata,West Bengal,Young Professionals,Female,25-34
CU00018231,Pune,Maharashtra,Young Professionals,Male,45-54
CU00018232,Hyderabad,Telangana,Gamers,Female,35-44
CU00018233,Hyderabad,Telangana,Gamers,Female,18-24
CU00018234,Hyderabad,Telangana,Parents,Male,25-34
CU00018235,Delhi,Delhi,Students,Female,35-44
CU00018236,Pune,Maharashtra,Young Professionals,Male,25-34
CU00018237,Kolkata,West Bengal,Young Professionals,Female,18-24
CU00018238,Hyderabad,Telangana,Parents,Male,35-44
CU00018239,Kolkata,West Bengal,Fitness Enthusiasts,Male,35-44
CU00018240,Pune,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00018241,Pune,Maharashtra,Young Professionals,Female,25-34
CU00018242,Bangalore,Karnataka,Young Professionals,Male,25-34
CU00018243,Hyderabad,Telangana,Students,Male,25-34
CU00018244,Chennai,Tamil Nadu,Young Professionals,Female,18-24
CU00018245,Bangalore,Karnataka,Fitness Enthusiasts,Male,35-44
CU00018246,Chennai,Tamil Nadu,Parents,Female,18-24
CU00018247,Delhi,Delhi,Young Professionals,Female,35-44
CU00018248,Kolkata,West Bengal,Young Professionals,Female,55+
CU00018249,Chennai,Tamil Nadu,Corporate,Female,18-24
CU00018250,Bangalore,Karnataka,Corporate,Male,45-54
CU00018251,Bangalore,Karnataka,Students,Male,25-34
CU00018252,Bangalore,Karnataka,Parents,Male,25-34
CU00018253,Kolkata,West Bengal,Young Professionals,Male,18-24
CU00018254,Pune,Maharashtra,Fitness Enthusiasts,Female,55+
CU00018255,Chennai,Tamil Nadu,Parents,Female,18-24
CU00018256,Delhi,Delhi,Students,Male,18-24
CU00018257,Mumbai,Maharashtra,Parents,Female,35-44
CU00018258,Chennai,Tamil Nadu,Students,Female,35-44
CU00018259,Delhi,Delhi,Students,Male,45-54
CU00018260,Kolkata,West Bengal,Parents,Male,45-54
CU00018261,Pune,Maharashtra,Corporate,Female,25-34
CU00018262,Chennai,Tamil Nadu,Parents,Female,35-44
CU00018263,Kolkata,West Bengal,Young Professionals,Female,55+
CU00018264,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00018265,Kolkata,West Bengal,Parents,Female,25-34
CU00018266,Chennai,Tamil Nadu,Young Professionals,Female,45-54
CU00018267,Delhi,Delhi,Young Professionals,Female,35-44
CU00018268,Kolkata,West Bengal,Fitness Enthusiasts,Male,35-44
CU00018269,Hyderabad,Telangana,Corporate,Female,25-34
CU00018270,Bangalore,Karnataka,Students,Female,25-34
CU00018271,Bangalore,Karnataka,Fitness Enthusiasts,Male,35-44
CU00018272,Hyderabad,Telangana,Young Professionals,Male,35-44
CU00018273,Bangalore,Karnataka,Students,Female,25-34
CU00018274,Pune,Maharashtra,Fitness Enthusiasts,Female,25-34
CU00018275,Bangalore,Karnataka,Students,Female,25-34
CU00018276,Kolkata,West Bengal,Students,Male,25-34
CU00018277,Kolkata,West Bengal,Young Professionals,Male,18-24
CU00018278,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00018279,Mumbai,Maharashtra,Students,Male,18-24
CU00018280,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00018281,Kolkata,West Bengal,Young Professionals,Male,18-24
CU00018282,Chennai,Tamil Nadu,Young Professionals,Male,18-24
CU00018283,Delhi,Delhi,Gamers,Male,55+
CU00018284,Mumbai,Maharashtra,Students,Female,45-54
CU00018285,Hyderabad,Telangana,Young Professionals,Male,18-24
CU00018286,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00018287,Hyderabad,Telangana,Students,Male,18-24
CU00018288,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,35-44
CU00018289,Pune,Maharashtra,Parents,Female,35-44
CU00018290,Pune,Maharashtra,Young Professionals,Female,18-24
CU00018291,Delhi,Delhi,Parents,Male,35-44
CU00018292,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00018293,Chennai,Tamil Nadu,Young Professionals,Male,35-44
CU00018294,Delhi,Delhi,Students,Female,25-34
CU00018295,Mumbai,Maharashtra,Parents,Female,25-34
CU00018296,Kolkata,West Bengal,Young Professionals,Female,25-34
CU00018297,Delhi,Delhi,Fitness Enthusiasts,Female,45-54
CU00018298,Delhi,Delhi,Parents,Female,35-44
CU00018299,Chennai,Tamil Nadu,Gamers,Female,25-34
CU00018300,Delhi,Delhi,Parents,Male,25-34
CU00018301,Bangalore,Karnataka,Fitness Enthusiasts,Female,45-54
CU00018302,Mumbai,Maharashtra,Parents,Male,25-34
CU00018303,Mumbai,Maharashtra,Corporate,Male,25-34
CU00018304,Chennai,Tamil Nadu,Young Professionals,Female,18-24
CU00018305,Mumbai,Maharashtra,Gamers,Female,55+
CU00018306,Chennai,Tamil Nadu,Young Professionals,Male,45-54
CU00018307,Chennai,Tamil Nadu,Young Professionals,Male,45-54
CU00018308,Pune,Maharashtra,Parents,Female,18-24
CU00018309,Bangalore,Karnataka,Young Professionals,Male,18-24
CU00018310,Kolkata,West Bengal,Parents,Female,18-24
CU00018311,Pune,Maharashtra,Fitness Enthusiasts,Female,25-34
CU00018312,Kolkata,West Bengal,Parents,Male,35-44
CU00018313,Delhi,Delhi,Students,Female,45-54
CU00018314,Bangalore,Karnataka,Students,Female,25-34
CU00018315,Bangalore,Karnataka,Students,Female,35-44
CU00018316,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00018317,Pune,Maharashtra,Young Professionals,Male,45-54
CU00018318,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00018319,Kolkata,West Bengal,Young Professionals,Female,35-44
CU00018320,Mumbai,Maharashtra,Young Professionals,Male,45-54
CU00018321,Hyderabad,Telangana,Students,Male,25-34
CU00018322,Chennai,Tamil Nadu,Young Professionals,Female,55+
CU00018323,Chennai,Tamil Nadu,Young Professionals,Male,18-24
CU00018324,Kolkata,West Bengal,Corporate,Male,45-54
CU00018325,Hyderabad,Telangana,Parents,Female,45-54
CU00018326,Delhi,Delhi,Parents,Male,25-34
CU00018327,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,18-24
CU00018328,Mumbai,Maharashtra,Young Professionals,Female,35-44
CU00018329,Kolkata,West Bengal,Parents,Female,25-34
CU00018330,Delhi,Delhi,Parents,Male,35-44
CU00018331,Chennai,Tamil Nadu,Parents,Male,25-34
CU00018332,Pune,Maharashtra,Parents,Female,25-34
CU00018333,Mumbai,Maharashtra,Students,Male,18-24
CU00018334,Kolkata,West Bengal,Parents,Female,35-44
CU00018335,Mumbai,Maharashtra,Gamers,Female,18-24
CU00018336,Kolkata,West Bengal,Students,Female,25-34
CU00018337,Pune,Maharashtra,Fitness Enthusiasts,Male,18-24
CU00018338,Delhi,Delhi,Young Professionals,Male,25-34
CU00018339,Delhi,Delhi,Fitness Enthusiasts,Female,35-44
CU00018340,Bangalore,Karnataka,Young Professionals,Male,35-44
CU00018341,Kolkata,West Bengal,Young Professionals,Female,25-34
CU00018342,Chennai,Tamil Nadu,Young Professionals,Female,45-54
CU00018343,Bangalore,Karnataka,Fitness Enthusiasts,Male,25-34
CU00018344,Bangalore,Karnataka,Corporate,Male,18-24
CU00018345,Mumbai,Maharashtra,Parents,Female,25-34
CU00018346,Kolkata,West Bengal,Fitness Enthusiasts,Male,45-54
CU00018347,Kolkata,West Bengal,Parents,Male,18-24
CU00018348,Hyderabad,Telangana,Young Professionals,Female,35-44
CU00018349,Delhi,Delhi,Parents,Male,35-44
CU00018350,Pune,Maharashtra,Students,Male,25-34
CU00018351,Mumbai,Maharashtra,Fitness Enthusiasts,Female,25-34
CU00018352,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00018353,Pune,Maharashtra,Parents,Male,25-34
CU00018354,Mumbai,Maharashtra,Young Professionals,Male,35-44
CU00018355,Chennai,Tamil Nadu,Students,Female,25-34
CU00018356,Bangalore,Karnataka,Students,Female,45-54
CU00018357,Mumbai,Maharashtra,Gamers,Female,25-34
CU00018358,Pune,Maharashtra,Fitness Enthusiasts,Male,55+
CU00018359,Mumbai,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00018360,Delhi,Delhi,Fitness Enthusiasts,Female,45-54
CU00018361,Hyderabad,Telangana,Young Professionals,Male,45-54
CU00018362,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00018363,Pune,Maharashtra,Young Professionals,Male,55+
CU00018364,Delhi,Delhi,Gamers,Male,18-24
CU00018365,Delhi,Delhi,Parents,Male,35-44
CU00018366,Chennai,Tamil Nadu,Young Professionals,Female,25-34
CU00018367,Bangalore,Karnataka,Young Professionals,Female,45-54
CU00018368,Mumbai,Maharashtra,Students,Male,25-34
CU00018369,Chennai,Tamil Nadu,Young Professionals,Female,35-44
CU00018370,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,25-34
CU00018371,Chennai,Tamil Nadu,Gamers,Female,25-34
CU00018372,Pune,Maharashtra,Young Professionals,Male,35-44
CU00018373,Mumbai,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00018374,Mumbai,Maharashtra,Fitness Enthusiasts,Male,18-24
CU00018375,Chennai,Tamil Nadu,Parents,Female,35-44
CU00018376,Hyderabad,Telangana,Students,Female,25-34
CU00018377,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00018378,Mumbai,Maharashtra,Fitness Enthusiasts,Male,45-54
CU00018379,Bangalore,Karnataka,Students,Male,35-44
CU00018380,Delhi,Delhi,Fitness Enthusiasts,Male,55+
CU00018381,Delhi,Delhi,Young Professionals,Male,25-34
CU00018382,Hyderabad,Telangana,Parents,Male,35-44
CU00018383,Mumbai,Maharashtra,Students,Male,35-44
CU00018384,Hyderabad,Telangana,Fitness Enthusiasts,Female,25-34
CU00018385,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,18-24
CU00018386,Pune,Maharashtra,Fitness Enthusiasts,Male,18-24
CU00018387,Mumbai,Maharashtra,Students,Male,25-34
CU00018388,Bangalore,Karnataka,Parents,Male,25-34
CU00018389,Hyderabad,Telangana,Parents,Male,18-24
CU00018390,Hyderabad,Telangana,Students,Male,35-44
CU00018391,Chennai,Tamil Nadu,Students,Female,25-34
CU00018392,Pune,Maharashtra,Young Professionals,Male,45-54
CU00018393,Bangalore,Karnataka,Fitness Enthusiasts,Female,45-54
CU00018394,Pune,Maharashtra,Parents,Male,25-34
CU00018395,Mumbai,Maharashtra,Young Professionals,Female,35-44
CU00018396,Kolkata,West Bengal,Students,Female,25-34
CU00018397,Pune,Maharashtra,Students,Male,18-24
CU00018398,Pune,Maharashtra,Students,Female,35-44
CU00018399,Chennai,Tamil Nadu,Gamers,Male,55+
CU00018400,Chennai,Tamil Nadu,Students,Female,18-24
CU00018401,Pune,Maharashtra,Students,Male,18-24
CU00018402,Kolkata,West Bengal,Young Professionals,Female,35-44
CU00018403,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00018404,Chennai,Tamil Nadu,Parents,Male,45-54
CU00018405,Bangalore,Karnataka,Young Professionals,Male,45-54
CU00018406,Kolkata,West Bengal,Young Professionals,Male,25-34
CU00018407,Kolkata,West Bengal,Gamers,Female,35-44
CU00018408,Hyderabad,Telangana,Parents,Female,35-44
CU00018409,Chennai,Tamil Nadu,Young Professionals,Male,35-44
CU00018410,Chennai,Tamil Nadu,Parents,Male,18-24
CU00018411,Delhi,Delhi,Young Professionals,Male,18-24
CU00018412,Hyderabad,Telangana,Parents,Female,35-44
CU00018413,Delhi,Delhi,Gamers,Male,18-24
CU00018414,Kolkata,West Bengal,Fitness Enthusiasts,Male,35-44
CU00018415,Chennai,Tamil Nadu,Gamers,Male,18-24
CU00018416,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00018417,Pune,Maharashtra,Corporate,Female,25-34
CU00018418,Delhi,Delhi,Parents,Male,35-44
CU00018419,Mumbai,Maharashtra,Parents,Male,25-34
CU00018420,Chennai,Tamil Nadu,Gamers,Male,45-54
CU00018421,Pune,Maharashtra,Students,Female,35-44
CU00018422,Mumbai,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00018423,Pune,Maharashtra,Young Professionals,Male,18-24
CU00018424,Kolkata,West Bengal,Fitness Enthusiasts,Male,35-44
CU00018425,Mumbai,Maharashtra,Students,Female,35-44
CU00018426,Chennai,Tamil Nadu,Corporate,Male,25-34
CU00018427,Chennai,Tamil Nadu,Young Professionals,Male,45-54
CU00018428,Bangalore,Karnataka,Students,Male,25-34
CU00018429,Hyderabad,Telangana,Young Professionals,Male,35-44
CU00018430,Chennai,Tamil Nadu,Corporate,Male,35-44
CU00018431,Mumbai,Maharashtra,Parents,Female,55+
CU00018432,Mumbai,Maharashtra,Students,Male,18-24
CU00018433,Pune,Maharashtra,Parents,Female,35-44
CU00018434,Delhi,Delhi,Gamers,Male,35-44
CU00018435,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,35-44
CU00018436,Bangalore,Karnataka,Young Professionals,Male,25-34
CU00018437,Hyderabad,Telangana,Young Professionals,Male,35-44
CU00018438,Bangalore,Karnataka,Fitness Enthusiasts,Female,18-24
CU00018439,Mumbai,Maharashtra,Students,Male,25-34
CU00018440,Bangalore,Karnataka,Students,Male,18-24
CU00018441,Chennai,Tamil Nadu,Young Professionals,Male,18-24
CU00018442,Hyderabad,Telangana,Parents,Female,45-54
CU00018443,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00018444,Hyderabad,Telangana,Young Professionals,Male,45-54
CU00018445,Pune,Maharashtra,Young Professionals,Male,18-24
CU00018446,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00018447,Pune,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00018448,Mumbai,Maharashtra,Young Professionals,Male,35-44
CU00018449,Pune,Maharashtra,Fitness Enthusiasts,Male,18-24
CU00018450,Kolkata,West Bengal,Young Professionals,Female,18-24
CU00018451,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,18-24
CU00018452,Mumbai,Maharashtra,Young Professionals,Male,35-44
CU00018453,Pune,Maharashtra,Students,Male,35-44
CU00018454,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00018455,Hyderabad,Telangana,Corporate,Female,25-34
CU00018456,Kolkata,West Bengal,Fitness Enthusiasts,Male,25-34
CU00018457,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00018458,Pune,Maharashtra,Gamers,Female,55+
CU00018459,Mumbai,Maharashtra,Students,Female,35-44
CU00018460,Hyderabad,Telangana,Fitness Enthusiasts,Male,35-44
CU00018461,Mumbai,Maharashtra,Students,Male,45-54
CU00018462,Hyderabad,Telangana,Parents,Male,35-44
CU00018463,Mumbai,Maharashtra,Students,Female,18-24
CU00018464,Mumbai,Maharashtra,Young Professionals,Female,35-44
CU00018465,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00018466,Mumbai,Maharashtra,Gamers,Male,25-34
CU00018467,Bangalore,Karnataka,Young Professionals,Male,35-44
CU00018468,Mumbai,Maharashtra,Parents,Male,45-54
CU00018469,Kolkata,West Bengal,Young Professionals,Male,55+
CU00018470,Hyderabad,Telangana,Students,Female,35-44
CU00018471,Delhi,Delhi,Young Professionals,Male,25-34
CU00018472,Kolkata,West Bengal,Students,Female,25-34
CU00018473,Kolkata,West Bengal,Students,Male,35-44
CU00018474,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00018475,Pune,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00018476,Chennai,Tamil Nadu,Gamers,Male,18-24
CU00018477,Pune,Maharashtra,Students,Male,35-44
CU00018478,Mumbai,Maharashtra,Students,Female,25-34
CU00018479,Delhi,Delhi,Young Professionals,Female,25-34
CU00018480,Mumbai,Maharashtra,Parents,Female,35-44
CU00018481,Delhi,Delhi,Young Professionals,Female,45-54
CU00018482,Delhi,Delhi,Gamers,Female,35-44
CU00018483,Delhi,Delhi,Students,Male,35-44
CU00018484,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00018485,Hyderabad,Telangana,Young Professionals,Female,18-24
CU00018486,Mumbai,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00018487,Bangalore,Karnataka,Students,Male,25-34
CU00018488,Mumbai,Maharashtra,Fitness Enthusiasts,Female,25-34
CU00018489,Hyderabad,Telangana,Parents,Male,25-34
CU00018490,Chennai,Tamil Nadu,Parents,Male,18-24
CU00018491,Delhi,Delhi,Young Professionals,Male,25-34
CU00018492,Kolkata,West Bengal,Young Professionals,Female,35-44
CU00018493,Delhi,Delhi,Students,Male,35-44
CU00018494,Mumbai,Maharashtra,Students,Male,55+
CU00018495,Mumbai,Maharashtra,Students,Female,18-24
CU00018496,Kolkata,West Bengal,Parents,Female,35-44
CU00018497,Delhi,Delhi,Students,Female,25-34
CU00018498,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00018499,Bangalore,Karnataka,Parents,Female,45-54
CU00018500,Bangalore,Karnataka,Fitness Enthusiasts,Male,45-54
CU00018501,Bangalore,Karnataka,Fitness Enthusiasts,Female,18-24
CU00018502,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00018503,Bangalore,Karnataka,Gamers,Female,18-24
CU00018504,Bangalore,Karnataka,Parents,Male,45-54
CU00018505,Mumbai,Maharashtra,Gamers,Female,25-34
CU00018506,Chennai,Tamil Nadu,Students,Female,35-44
CU00018507,Bangalore,Karnataka,Fitness Enthusiasts,Male,25-34
CU00018508,Delhi,Delhi,Corporate,Female,25-34
CU00018509,Pune,Maharashtra,Parents,Female,18-24
CU00018510,Pune,Maharashtra,Young Professionals,Male,35-44
CU00018511,Bangalore,Karnataka,Parents,Female,45-54
CU00018512,Kolkata,West Bengal,Fitness Enthusiasts,Male,18-24
CU00018513,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00018514,Delhi,Delhi,Fitness Enthusiasts,Male,25-34
CU00018515,Kolkata,West Bengal,Students,Female,25-34
CU00018516,Bangalore,Karnataka,Parents,Female,45-54
CU00018517,Mumbai,Maharashtra,Gamers,Female,25-34
CU00018518,Hyderabad,Telangana,Fitness Enthusiasts,Male,55+
CU00018519,Delhi,Delhi,Parents,Male,25-34
CU00018520,Pune,Maharashtra,Young Professionals,Male,55+
CU00018521,Kolkata,West Bengal,Parents,Female,25-34
CU00018522,Chennai,Tamil Nadu,Young Professionals,Female,35-44
CU00018523,Delhi,Delhi,Corporate,Male,25-34
CU00018524,Delhi,Delhi,Parents,Male,35-44
CU00018525,Delhi,Delhi,Gamers,Female,45-54
CU00018526,Hyderabad,Telangana,Young Professionals,Female,35-44
CU00018527,Hyderabad,Telangana,Parents,Female,45-54
CU00018528,Kolkata,West Bengal,Parents,Male,35-44
CU00018529,Hyderabad,Telangana,Fitness Enthusiasts,Male,45-54
CU00018530,Kolkata,West Bengal,Young Professionals,Female,25-34
CU00018531,Pune,Maharashtra,Young Professionals,Male,25-34
CU00018532,Hyderabad,Telangana,Young Professionals,Male,35-44
CU00018533,Kolkata,West Bengal,Parents,Female,18-24
CU00018534,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,35-44
CU00018535,Pune,Maharashtra,Students,Male,45-54
CU00018536,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00018537,Mumbai,Maharashtra,Young Professionals,Male,35-44
CU00018538,Mumbai,Maharashtra,Corporate,Female,18-24
CU00018539,Chennai,Tamil Nadu,Gamers,Male,35-44
CU00018540,Chennai,Tamil Nadu,Young Professionals,Female,35-44
CU00018541,Delhi,Delhi,Students,Male,18-24
CU00018542,Chennai,Tamil Nadu,Gamers,Female,45-54
CU00018543,Mumbai,Maharashtra,Parents,Female,18-24
CU00018544,Pune,Maharashtra,Corporate,Female,25-34
CU00018545,Pune,Maharashtra,Students,Female,35-44
CU00018546,Delhi,Delhi,Fitness Enthusiasts,Male,35-44
CU00018547,Hyderabad,Telangana,Parents,Female,25-34
CU00018548,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00018549,Pune,Maharashtra,Parents,Female,18-24
CU00018550,Mumbai,Maharashtra,Students,Male,18-24
CU00018551,Kolkata,West Bengal,Students,Male,45-54
CU00018552,Bangalore,Karnataka,Young Professionals,Male,35-44
CU00018553,Delhi,Delhi,Young Professionals,Male,25-34
CU00018554,Pune,Maharashtra,Young Professionals,Male,18-24
CU00018555,Mumbai,Maharashtra,Young Professionals,Male,35-44
CU00018556,Chennai,Tamil Nadu,Parents,Male,25-34
CU00018557,Bangalore,Karnataka,Parents,Female,18-24
CU00018558,Bangalore,Karnataka,Young Professionals,Male,25-34
